RecordKey,SurveyKey,SampleKey,StartDate,EndDate,DateType,Date,TaxonVersionKey,TaxonName,GridReference,East,North,Projection,Precision,SiteKey,SiteName,Recorder,Determiner,ZeroAbundance,UnderValidation,ImagePath,Heritage Type,Category of Tree,Tree form,Condition of tree,Age Range,Evidence of,Access,Variety,Longitude,Latitude
638,,,30/09/2009,30/09/2009,D,30/09/2009,NBNSYS0000004638,Taxus baccata,V883911,88382,91161,OSI,100,,"Dunloe Castle Hotel, Killarney, Co. Kerry",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-9.628196316859663,52.061667740874334
639,,,03/09/2009,03/09/2009,D,03/09/2009,NBNSYS0000004638,Taxus baccata,N996288,299685,228879,OSI,100,,"Old Glebe, Co. Dublin",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing alive,500 + years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-6.505524840755433,53.301074645425494
640,,,25/09/2009,25/09/2009,D,25/09/2009,NBNSYS0000004638,Taxus baccata,R426027,142695,102717,OSI,100,,"Assolas House, Cork",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing alive,500 + years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-8.838354251474863,52.17378563974941
641,,,07/09/2009,07/09/2009,D,07/09/2009,NBNSYS0000004638,Taxus baccata,S448263,244811,126374,OSI,100,,"Catholic Church, Co. Kilkenny",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Gone,500 + years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-7.342571222370741,52.387527452846435
642,,,16/10/2009,16/10/2009,D,16/10/2009,NBNSYS0000004638,Taxus baccata,M807629,180782,262952,OSI,100,,"Castlecoote, Co. Roscommon",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Maiden,Standing alive,300 - 500 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-8.291130807775666,53.61622792832529
643,,,31/07/2009,31/07/2009,D,31/07/2009,NBNSYS0000004638,Taxus baccata,T282866,328225,186637,OSI,100,,"Dunganstown Castle, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-6.0945266202947215,52.9155963874242
644,,,07/08/2009,07/08/2009,D,07/08/2009,NBNSYS0000004638,Taxus baccata,T281866,328172,186673,OSI,100,,Dunganstown Castle,Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-6.095299856407606,52.91593232416428
645,,,11/08/2009,11/08/2009,D,11/08/2009,NBNSYS0000004638,Taxus baccata,T279966,327987,196605,OSI,100,,"Rossanna, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Maiden,Standing alive,500 + years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-6.0941281711359245,53.0051717967222
646,,,03/09/2009,03/09/2009,D,03/09/2009,NBNSYS0000004638,Taxus baccata,N935375,293551,237587,OSI,100,,"St.Patrick's College, Co. Kildare",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Maiden,Standing alive,500 + years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-6.594929817934063,53.38040984195347
647,,,16/09/2009,16/09/2009,D,16/09/2009,NBNSYS0000004638,Taxus baccata,S052228,205276,122803,OSI,100,,"Swiss Cottage, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Multi-stem,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-7.923291975778108,52.35724190259572
648,,,22/09/2009,22/09/2009,D,22/09/2009,NBNSYS0000004638,Taxus baccata,W898674,189853,67445,OSI,100,,"Castle Mary, Cork",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-8.148007898097196,51.85967886487307
649,,,25/09/2009,25/09/2009,D,25/09/2009,NBNSYS0000004638,Taxus baccata,R604071,160401,107113,OSI,100,,"Doneraille Park, Co. Cork",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-8.580077138820053,52.21484364333361
650,,,15/10/2009,15/10/2009,D,15/10/2009,NBNSYS0000004638,Taxus baccata,M146552,114668,255201,OSI,100,,"Cong Abbey, Co. Mayo",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Multi-stem,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-9.287850603342607,53.5400108345269
651,,,05/08/2009,05/08/2009,D,05/08/2009,NBNSYS0000004638,Taxus baccata,N630098,263000,209800,OSI,100,,"Moore Abbey, Co. Kildare",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Multi-stem,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-7.059435327676142,53.13529580771473
652,,,01/10/2009,01/10/2009,D,01/10/2009,NBNSYS0000004638,Taxus baccata,Q861126,86171,112643,OSI,100,,"Ballyseedy Wood, Tralee, Co. Kerry",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Multi-stem,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-9.66761601128961,52.25419118747532
653,,,02/10/2009,02/10/2009,D,02/10/2009,NBNSYS0000004638,Taxus baccata,R472458,147207,145839,OSI,100,,"Adare Manor Hotel and Golf Club, Co. Limerick",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Multi-stem,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-8.779194100443783,52.561715073902704
654,,,12/10/2009,12/10/2009,D,12/10/2009,NBNSYS0000004638,Taxus baccata,R470468,147040,146803,OSI,100,,"St Nicholas Church, Limerick",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Multi-stem,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-8.78181029622158,52.570360720608804
655,,,19/10/2009,19/10/2009,D,19/10/2009,NBNSYS0000004638,Taxus baccata,H232024,223269,302482,OSI,100,,"St Marys Church, Co. Leitrim",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Multi-stem,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-7.646157764955056,53.97120891177462
656,,,21/08/2009,21/08/2009,D,21/08/2009,NBNSYS0000004638,Taxus baccata,S537728,253781,172890,OSI,100,,"Castlecomer House, Co. Kilkenny",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Multi-stem,Standing alive,300 - 500 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-7.203287630564201,52.80467979670533
657,,,12/09/2009,12/09/2009,D,12/09/2009,NBNSYS0000004638,Taxus baccata,H488207,248833,320781,OSI,100,,"Hilton Park, Co. Monaghan",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Multi-stem,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-7.253685501915131,54.13381223765014
658,,,12/09/2009,12/09/2009,D,12/09/2009,NBNSYS0000004638,Taxus baccata,H505232,250579,323245,OSI,100,,"Lisabuck, Co. Monaghan",Kate Crane,Kate Crane,False,False,,Unusual location,Individual tree,Multi-stem,Standing alive,300 - 500 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-7.22656483066205,54.15577765115542
659,,,25/08/2009,25/08/2009,D,25/08/2009,NBNSYS0000004638,Taxus baccata,O167663,316711,266325,OSI,100,,"Gormanstown College, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,,Pollard,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-6.236375916131658,53.63388870361317
660,,,25/08/2009,25/08/2009,D,25/08/2009,NBNSYS0000004638,Taxus baccata,O167663,316767,266310,OSI,100,,"Gormanstown College, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,,Group,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-6.235535407852403,53.63374152471003
661,,,19/08/2009,19/08/2009,D,19/08/2009,NBNSYS0000004638,Taxus baccata,N941054,294130,205401,OSI,100,,"St. Kevin's, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,Landmark trees,,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-6.595729761501879,53.09119836173709
662,,,31/10/2009,31/10/2009,D,31/10/2009,NBNSYS0000004638,Taxus baccata,H449168,244946,316859,OSI,100,,"Redhills House, Co. Cavan",Kate Crane,Kate Crane,False,False,,,,Group,Standing alive,150 - 200 years,Holes,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-7.313727373047433,54.09893429978117
663,,,05/08/2009,05/08/2009,D,05/08/2009,NBNSYS0000004638,Taxus baccata,N626102,262622,210276,OSI,100,,"Main Street, Kildare.",Aubrey Fennell,Aubrey Fennell,False,False,,,,Maiden,Standing alive,200 - 300 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-7.064989412834606,53.13961673373009
664,,,10/09/2009,10/09/2009,D,10/09/2009,NBNSYS0000004638,Taxus baccata,N644655,264426,265551,OSI,100,,"Ballinlough Castle, Co. Westmeath",Kate Crane,Kate Crane,False,False,,,,Group,Standing alive,200 - 300 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-7.026771536482799,53.635972942887484
665,,,10/09/2009,10/09/2009,D,10/09/2009,NBNSYS0000004638,Taxus baccata,N603876,260351,287690,OSI,100,,"Virginia, Co. Cavan",Kate Crane,Kate Crane,False,False,,,,Group,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-7.0840513518121355,53.83533839297669
666,,,22/07/2009,22/07/2009,D,22/07/2009,NBNSYS0000004638,Taxus baccata,S926625,292692,162576,OSI,100,,"Clonogan, Co. Carlow",Aubrey Fennell,Aubrey Fennell,False,False,,Landmark trees,Roadside,Maiden,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-6.629384566958893,52.706749595815666
667,,,21/09/2009,21/09/2009,D,21/09/2009,NBNSYS0000004638,Taxus baccata,X082995,208203,99590,OSI,100,,"Salterbridge House, Waterford",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Arboretum,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Fastigiata,-7.880893448459673,52.14859926686378
668,,,05/10/2009,05/10/2009,D,05/10/2009,NBNSYS0000004638,Taxus baccata,O093876,309383,287619,OSI,100,,"Barmeath Castle, Co. Louth",Kate Crane,Kate Crane,False,False,,,Avenue,Group,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Fastigiata,-6.339581663622779,53.82670345042255
669,,,05/10/2009,05/10/2009,D,05/10/2009,NBNSYS0000004638,Taxus baccata,N806867,280664,286763,OSI,100,,"Brittas Estate, Co. Meath",Kate Crane,Kate Crane,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Fastigiata,-6.775821636258991,53.82425916581768
